eventID,year,locality,verbatimLocality,recordedBy,georeferenceSources,decimalLatitude,decimalLongitude,lat,long,uncertainty,n
"UAZ,La Parguera,1959",1959,La Parguera,USA | Puerto Rico | Lajas | La Parguera,A.S.Rand,,NA,NA,NA,NA,NA,1
"MCZ,Adjuntas: Puerto Rico,1900",1900,Adjuntas: Puerto Rico,"Adjuntas, Puerto Rico",ABBaker,,NA,NA,18.162073,-66.721582,2500,1
"MCZ,Culebra Isl: Puerto Rico,1900",1900,Culebra Isl: Puerto Rico,Culebra Isl. Puerto Rico,ABBaker,Alexandria Digital Library Gazetteer,18.3167,-65.2833,18.3117457,-65.3048109,2000,1
"MCZ,Puerto Rico:Toro Negro,Area Recreo Dona Juana,1968",1968,"Puerto Rico:Toro Negro,Area Recreo Dona Juana","Puerto Rico:Toro Negro,Area Recreo Dona Juana",ABliss,,NA,NA,NA,NA,NA,2
"MCZ,Puerto Rico:Bayamon,Carolina,1968",1968,"Puerto Rico:Bayamon,Carolina","Puerto Rico:Bayamon,Carolina",ABliss,,NA,NA,NA,NA,NA,1
"MCZ,Puerto Rico:Guayana Cayey,1968",1968,Puerto Rico:Guayana Cayey,Puerto Rico:Guayana Cayey,ABliss,,NA,NA,NA,NA,NA,1
"MCZ,Puerto Rico 5.2km S. Mameyes,1980",1980,Puerto Rico 5.2km S. Mameyes,Puerto Rico:5.2km S.Mameyes,"AGaa, Richard Thomas",,NA,NA,18.3297333,-65.7620948,100,28
"MCZ,Puerto Rico,Isla Desecheo,1980",1980,"Puerto Rico,Isla Desecheo",Puerto Rico:Isla Desecheo,"AGaa, Ronald I Crombie, Richard Thomas",welcometopuertorico.org,18.4,-67.55,18.4,-67.55,500,6
"MCZ,2 km. SE Las Vegas [VERBATIM ELEVATION:1000'],1965",1965,2 km. SE Las Vegas [VERBATIM ELEVATION:1000'],"from DWBuden field notes: 'Puerto Rico, 2 km. SE Las Vegas, 1000''",Albert Schwartz Jr.,,NA,NA,18.17444,-67.01774,1000,1
"YPM,Maricao State Forest,2002",2002,Maricao State Forest,,Alejandro Sanchez,,18.1247,-66.9781,18.1247,-66.9781,30,5
"CM,AGUADA,1950",1950,AGUADA,North America | Puerto Rico | Aguada | Puerto Rico | Greater Antilles | Caribbean Sea | AGUADA,"BAEZ, GLORIA E",,18.38,-67.18,18.38,-67.18,5000,7
"CM,CERRO LAS MESAS,1950",1950,CERRO LAS MESAS,North America | Puerto Rico | Mayagüez | Puerto Rico | Greater Antilles | Caribbean Sea | CERRO LAS MESAS,"BAEZ, GLORIA E",,18.18,-67.1,NA,NA,NA,3
"CM,MAYAGUEZ,1950",1950,MAYAGUEZ,North America | Puerto Rico | Mayagüez | Puerto Rico | Greater Antilles | Caribbean Sea | MAYAGUEZ,"BAEZ, GLORIA E",,18.2,-67.14,18.2,-67.14,5000,2
"CM,AGUADA,1951",1951,AGUADA,North America | Puerto Rico | Aguada | Puerto Rico | Greater Antilles | Caribbean Sea | AGUADA,"BAEZ, GLORIA E",,18.38,-67.18,18.38,-67.18,5000,1
"CM,SAN GERMAN,1950",1950,SAN GERMAN,North America | Puerto Rico | San Germán | Puerto Rico | Greater Antilles | Caribbean Sea | SAN GERMAN,"BAEZ, GLORIA E",,18.08,-67.04,NA,NA,NA,1
"CM,LARES,1950",1950,LARES,North America | Puerto Rico | Lares | Puerto Rico | Greater Antilles | Caribbean Sea | LARES,"BAEZ, GLORIA E",,18.29,-66.87,NA,NA,NA,1
"CM,SARDINERA,1944",1944,SARDINERA,North America | Puerto Rico | Mayagüez | Isla de Mona e Islote Monito | Mona | Greater Antilles | Mona Passage | SARDINERA,"BEATTY, HARRY A",,18.09,-67.94,NA,NA,NA,3
"MCZ,Puerto Rico;Guanica state forest,1967",1967,Puerto Rico;Guanica state forest,Puerto Rico;Guanica State Forest,BMcCardless,,NA,NA,17.9635831,-66.8759011,5000,13
"MCZ,Puerto Rico:Cerro las Mesas,Mayaguez,1967",1967,"Puerto Rico:Cerro las Mesas,Mayaguez","Puerto Rico;Cerro las Mesas,Mayaguez",BMcCardless,,NA,NA,18.1837278,-67.1059516,500,5
"MCZ,Puerto Rico:La Paraguerra,S.Lojas,1967",1967,"Puerto Rico:La Paraguerra,S.Lojas","Puerto Rico;La Paraguerra,S.Lojas",BMcCardless,,NA,NA,17.9752966,-67.0473991,500,5
"SDNHM,Mogotes,1966",1966,Mogotes,Greater Antilles | USA | Puerto Rico | Mogotes,"Bostic, Dennis",,NA,NA,18.1269371,-66.1747272,500,19
"SDNHM,El Yunque,1966",1966,El Yunque,Greater Antilles | USA | Puerto Rico | El Yunque,"Bostic, Dennis",Alexandria Digital Library Gazetteer . . See also Remarks.,18.3125,-65.7917,18.3125,-65.7917,3500,7
"SDNHM,Dorado,1966",1966,Dorado,Greater Antilles | USA | Puerto Rico | Dorado,"Bostic, Dennis",Alexandria Digital Library Gazetteer . . See also Remarks.,18.4608,-66.2681,18.4608,-66.2681,3500,6
"SDNHM,El Yunque National Forest,1966",1966,El Yunque National Forest,Greater Antilles | USA | Puerto Rico | Rio Grande | El Yunque National Forest,"Bostic, Dennis",Alexandria Digital Library Gazetteer . . See also Remarks.,18.3125,-65.7917,18.3125,-65.7917,3500,5
"SDNHM,Guanica Insular Forest,1966",1966,Guanica Insular Forest,Greater Antilles | USA | Puerto Rico | Guanica | Guanica Insular Forest,"Bostic, Dennis",Alexandria Digital Library Gazetteer . . See also Remarks.,17.9708,-66.8625,NA,NA,NA,3
"SDNHM,Mogotes,1966",1966,Mogotes,Greater Antilles | USA | Puerto Rico | Unknown | Mogotes,"Bostic, Dennis",,NA,NA,18.1269371,-66.1747272,500,1
"SDNHM,Dorado,1966",1966,Dorado,Greater Antilles | USA | Puerto Rico | Dorado | Dorado,"Bostic, Dennis",Alexandria Digital Library Gazetteer . . See also Remarks.,18.4608,-66.2681,NA,NA,NA,1
"LACM,El Verde, Laguillo National Forest,1964",1964,"El Verde, Laguillo National Forest","Puerto Rico | - | - | El Verde, Laguillo National Forest",C Gist,,18.34083,-65.82611,NA,NA,NA,1
"OMNH,Near Can,1971",1971,Near Can,,C. M. Fugler,Submitted without reference,NA,NA,NA,NA,NA,9
"MCZ,Puerto Rico:El Yunque [VERBATIM ELEVATION:ca 3000ft],1959",1959,Puerto Rico:El Yunque [VERBATIM ELEVATION:ca 3000ft],Puerto Rico:El Yunque,Carlos R. Nagel,,NA,NA,NA,NA,NA,2
"MCZ,Puerto Rico:El Morillo ca.km 78 on Mumacao-Nagabo Rd,1959",1959,Puerto Rico:El Morillo ca.km 78 on Mumacao-Nagabo Rd,Puerto Rico:El Morillo ca km 78 on Mumacao-Nagabo Rd,Carlos R. Nagel,,NA,NA,NA,NA,NA,2
"MCZ,10 km S of Canovenas, Porto [Puerto] Rico,1931",1931,"10 km S of Canovenas, Porto [Puerto] Rico","10 km. S. of Canovenas, Porto Rico",Chapman Grant,,NA,NA,18.283951,-65.897901,1000,36
"MCZ,Playa Sardiniera, Mona Id,1932",1932,"Playa Sardiniera, Mona Id","Playa Sardinera, Mona Id.",Chapman Grant,Alexandria Digital Library Gazetteer,18.0917,-67.9417,18.082905,-67.892747,3000,34
"MCZ,Playa Sardiniera, Mona Id,1931",1931,"Playa Sardiniera, Mona Id","Playa Sardinera, Mona Id.",Chapman Grant,Alexandria Digital Library Gazetteer,18.0917,-67.9417,18.0876494,-67.929464,3000,22
"MCZ,Porto [Puerto] Rico: Camp Buchanan,1930",1930,Porto [Puerto] Rico: Camp Buchanan,Porto Rico: Camp Buchanan,Chapman Grant,,NA,NA,18.411899,-66.121456,500,18
"MCZ,Porto [Puerto] Rico: Aibonito,1930",1930,Porto [Puerto] Rico: Aibonito,Porto Rico: Aibonito,Chapman Grant,,NA,NA,18.1410502,-66.2736812,2500,16
"MCZ,Porto [Puerto] Rico: Aibonito,1932",1932,Porto [Puerto] Rico: Aibonito,Porto Rico: Aibonito,Chapman Grant,,NA,NA,18.139959,-66.266002,3000,15
"MCZ,Culebra Id,1931",1931,Culebra Id,Culebra Id.,Chapman Grant,Alexandria Digital Library Gazetteer,18.3167,-65.2833,18.3117457,-65.3048109,2000,15
"MCZ,Porto [Puerto] Rico: Cayo Santiago,1930",1930,Porto [Puerto] Rico: Cayo Santiago,Porto Rico: Cape Santiago,Chapman Grant,,NA,NA,18.1556509,-65.7347167,100,15
"MCZ,10 km S of Canovenas, Porto [Puerto] Rico,1932",1932,"10 km S of Canovenas, Porto [Puerto] Rico","10 km. S. of Canovenas, Porto Rico",Chapman Grant,,NA,NA,18.282156,-65.899939,2000,14
"MCZ,10km S of Canovenas,1931",1931,10km S of Canovenas,Porto Rico[sic] 10km S of Canovenas,Chapman Grant,,NA,NA,18.282156,-65.899939,2000,14
"MCZ,Porto [Puerto] Rico: 5 miles E Barros,1930",1930,Porto [Puerto] Rico: 5 miles E Barros,Porto Rico: 5 miles E Barros,Chapman Grant,,NA,NA,18.244332,-66.332343,2500,14
"MCZ,Porto [Puerto] Rico: Cape San Juan,1931",1931,Porto [Puerto] Rico: Cape San Juan,Porto Rico: Cape San Juan,Chapman Grant,,NA,NA,18.3709589,-65.6325066,1000,13
"MCZ,Porto Rico: 10 km S of Canovenas,1931",1931,Porto Rico: 10 km S of Canovenas,Porto Rico: 10 km. S. of Canovenas,Chapman Grant,,NA,NA,18.283951,-65.897901,1000,13
"MCZ,Pinero Id,1930",1930,Pinero Id,Pinero Id.,Chapman Grant,,NA,NA,NA,NA,NA,12
"MCZ,Porto [Puerto] Rico: Palominas off Fajardo,1930",1930,Porto [Puerto] Rico: Palominas off Fajardo,Porto Rico: Palominas off Fajardo,Chapman Grant,,NA,NA,NA,NA,NA,12
"MCZ,Ratones Id, Jobos Harbor, Porto [Puerto] Rico,1932",1932,"Ratones Id, Jobos Harbor, Porto [Puerto] Rico","Ratones Id., Jobos Harbour, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,10
"MCZ,Aguierre to Jobos, Porto [Puerto] Rico,1931",1931,"Aguierre to Jobos, Porto [Puerto] Rico","Aguierra to Jobes, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,10
"MCZ,Porto [Puerto] Rico: Caja de Muertos,1931",1931,Porto [Puerto] Rico: Caja de Muertos,Porto Rico: Caja de Muertos,Chapman Grant,,NA,NA,17.895062,-66.517926,1000,10
"MCZ,Caja de Muertos,1931",1931,Caja de Muertos,Puerto Rico;Caja de Muertos,Chapman Grant,,NA,NA,17.895062,-66.517926,1000,10
"MCZ,Porto [Puerto] Rico: 2 miles N of Cialitos,1930",1930,Porto [Puerto] Rico: 2 miles N of Cialitos,Porto Rico: 2 miles N. of Cialitos,Chapman Grant,,NA,NA,18.284045,-66.538912,800,10
"MCZ,Porto [Puerto] Rico: Halfway bet Coamo & Coamo Springs,1930",1930,Porto [Puerto] Rico: Halfway bet Coamo & Coamo Springs,Porto Rico: Halfway bet. Comao & Coamo Springs,Chapman Grant,,NA,NA,18.055716,-66.369133,500,10
"MCZ,Cabo Rojo: Porto [Puerto] Rico,1930",1930,Cabo Rojo: Porto [Puerto] Rico,"Cabo Rojo, Porto Rico",Chapman Grant,,NA,NA,18.086627,-67.145735,2500,10
"MCZ,El Yunque: Porto [Puerto] Rico,1932",1932,El Yunque: Porto [Puerto] Rico,"El Yunque, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,9
"MCZ,Porto [Puerto] Rico: Palo Seco Point,1930",1930,Porto [Puerto] Rico: Palo Seco Point,Porto Rico: Palo Seco Point,Chapman Grant,,NA,NA,18.462723,-66.140167,250,9
"MCZ,Porto [Puerto] Rico: Coamo Springs,1932",1932,Porto [Puerto] Rico: Coamo Springs,Porto Rico: Coamo Springs,Chapman Grant,,NA,NA,18.03793,-66.37373,500,8
"MCZ,Culebra Id,1932",1932,Culebra Id,Culebra Id.,Chapman Grant,Alexandria Digital Library Gazetteer,18.3167,-65.2833,18.3117457,-65.3048109,2000,8
"MCZ,Porto [Puerto] Rico: Cabo Rojo,1930",1930,Porto [Puerto] Rico: Cabo Rojo,Porto Rico: Cabo Rojo,Chapman Grant,,NA,NA,18.086627,-67.145735,2500,8
"MCZ,Luis Pena Key, Porto Rico,1931",1931,"Luis Pena Key, Porto Rico","Louis Pena Key, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,7
"MCZ,5 mi east of Maricas, Porto [Puerto] Rico,1930",1930,"5 mi east of Maricas, Porto [Puerto] Rico","5 mi. east of Maricas, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,7
"MCZ,Porto [Puerto] Rico: Ensenada,1930",1930,Porto [Puerto] Rico: Ensenada,"Porto Rico: Ensenada, P.R.",Chapman Grant,,NA,NA,17.968855,-66.933509,2500,7
"MCZ,Porto [Puerto] Rico: 3 miles E of Maricas,1930",1930,Porto [Puerto] Rico: 3 miles E of Maricas,Porto Rico: 3 miles E. of Maricas,Chapman Grant,,NA,NA,NA,NA,NA,7
"MCZ,Porto [Puerto] Rico: near Rio Blanco,1930",1930,Porto [Puerto] Rico: near Rio Blanco,Porto Rico: near Rio Blanco,Chapman Grant,,NA,NA,NA,NA,NA,7
"MCZ,Ratones Id., Jobos Harbor,1932",1932,"Ratones Id., Jobos Harbor","Porto Rico[sic] Ratones Id., Jobos Harbor",Chapman Grant,,NA,NA,NA,NA,NA,6
"MCZ,Culebra Id: Louis Pina Key,1931",1931,Culebra Id: Louis Pina Key,Culebra Id.: Louis Pina Key,Chapman Grant,Alexandria Digital Library Gazetteer,18.3083,-65.3333,18.3083,-65.3333,1000,6
"MCZ,Rangers Cabin, Luquillo Mtns, P Rico,1932",1932,"Rangers Cabin, Luquillo Mtns, P Rico","Rangers Cabin, Luquillo Mtns., P. Rico",Chapman Grant,,NA,NA,18.3396731,-65.8288157,2500,5
"MCZ,Coamo Springs, Porto [Puerto] Rico,1931",1931,"Coamo Springs, Porto [Puerto] Rico","Coamo Springs, Porto Rico",Chapman Grant,,NA,NA,18.03793,-66.37373,500,5
"MCZ,4 miles south of Corozal, P Rico,1930",1930,"4 miles south of Corozal, P Rico","4 miles south of Corozal, P. Rico",Chapman Grant,,NA,NA,18.281399,-66.316682,3200,5
"MCZ,Ensenada: Porto [Puerto] Rico,1930",1930,Ensenada: Porto [Puerto] Rico,"Ensenada, Porto Rico",Chapman Grant,,NA,NA,17.968855,-66.933509,2500,5
"MCZ,Porto [Puerto] Rico: Congo Key,1932",1932,Porto [Puerto] Rico: Congo Key,Porto Rico: Congo Key,Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,Maricas: Porto [Puerto] Rico,1930",1930,Maricas: Porto [Puerto] Rico,Maricas: Porto Rico,Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,2 mi N Cialitos, Porto [Puerto] Rico,1930",1930,"2 mi N Cialitos, Porto [Puerto] Rico","2 mi. N. Cialitos, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,Porto [Puerto] Rico: Jimcoa,1930",1930,Porto [Puerto] Rico: Jimcoa,Porto Rico: Jimcoa,Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,Juncos: Porto [Puerto] Rico,1930",1930,Juncos: Porto [Puerto] Rico,"Juncos, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,Porto [Puerto] Rico: near Rio Blanco Power House,1930",1930,Porto [Puerto] Rico: near Rio Blanco Power House,Porto Rico: near Rio Blanco Power House,Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,Humacas: Porto [Puerto] Rico,1930",1930,Humacas: Porto [Puerto] Rico,"Humacas, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,4
"MCZ,Aguada: Porto [Puerto] Rico,1930",1930,Aguada: Porto [Puerto] Rico,"Aguada, Porto Rico",Chapman Grant,,NA,NA,18.38,-67.18,5000,4
"MCZ,Diablo Id [Lobos Id?], off Fajardo Porto [Puerto] Rico,1932",1932,"Diablo Id [Lobos Id?], off Fajardo Porto [Puerto] Rico","Diablo Id., off Fajardo, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,3 mi W of Coamo Springs, P Rico,1932",1932,"3 mi W of Coamo Springs, P Rico","3 mi. W. of Coamo Springs, P. Rico",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,Porto [Puerto] Rico: Cardona Key, Ponca,1931",1931,"Porto [Puerto] Rico: Cardona Key, Ponca","Porto Rico: Cardona Key, Ponca",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,Culebra Id,1931",1931,Culebra Id,Culebra Id,Chapman Grant,Alexandria Digital Library Gazetteer,18.3167,-65.2833,18.3117457,-65.3048109,2000,3
"MCZ,Porto [Puerto] Rico: Ranger's Cabin, Luquillo Mtns,1931",1931,"Porto [Puerto] Rico: Ranger's Cabin, Luquillo Mtns","Porto Rico: Ranger's Cabin, Luquillo Mtns",Chapman Grant,,NA,NA,18.3396731,-65.8288157,2500,3
"MCZ,Caja de Muertos: Porto [Puerto] Rico,1931",1931,Caja de Muertos: Porto [Puerto] Rico,"Caja de Muertos, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,Porto [Puerto] Rico: 4 miles S of Corozal,1930",1930,Porto [Puerto] Rico: 4 miles S of Corozal,Porto Rico: 4 miles S. of Corozal,Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,San Juan: Porto [Puerto] Rico,1930",1930,San Juan: Porto [Puerto] Rico,"San Juan, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,Porto [Puerto] Rico: Playa de Humacas,1930",1930,Porto [Puerto] Rico: Playa de Humacas,Porto Rico: Playa de Humacas,Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,2 miles N of Cialitos, P Rico,1930",1930,"2 miles N of Cialitos, P Rico","2 miles N. of Cialitos, P. Rico",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,Hicacos Id, off Fajardo, PR,1930",1930,"Hicacos Id, off Fajardo, PR","Hicacos Id., off Fajardo, P.R.",Chapman Grant,,NA,NA,NA,NA,NA,3
"MCZ,Porto [Puerto] Rico: Mtns of Yabucoa,1932",1932,Porto [Puerto] Rico: Mtns of Yabucoa,Porto Rico: Mtns. of Yabucoa,Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Lobos Id, off Fajardo, Porto Rico,1932",1932,"Lobos Id, off Fajardo, Porto Rico","Lobos Id, off Fajardo, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,3 miles W of Coamo Springs, Porto [Puerto] Rico,1932",1932,"3 miles W of Coamo Springs, Porto [Puerto] Rico","3 miles W. of Coamo Springs, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Vieques: Porto Rico,1932",1932,Vieques: Porto Rico,"Vieques, Porto Rico",Chapman Grant,Alexandria Digital Library Gazetteer,18.125,-65.4167,18.125,-65.4167,1000,2
"MCZ,Porto [Puerto] Rico: Punta Sabrinas Id,1932",1932,Porto [Puerto] Rico: Punta Sabrinas Id,Porto Rico: Punta Sabrinas Id,Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Rangers Cabin, Luquillo Mtns, P Rico,1931",1931,"Rangers Cabin, Luquillo Mtns, P Rico","Rangers Cabin, Luquillo Mtns., P. Rico",Chapman Grant,,NA,NA,18.3396731,-65.8288157,2500,2
"MCZ,El Yunque: Porto [Puerto] Rico,1931",1931,El Yunque: Porto [Puerto] Rico,"El Yunque, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Culebrita Id, WI,1931",1931,"Culebrita Id, WI","Culebrita Id., W.I.",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Porto [Puerto] Rico: Lima Peaks, NW Morovis,1931",1931,"Porto [Puerto] Rico: Lima Peaks, NW Morovis","Porto Rico: Lima Peaks, N.W. Morovis",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Maricas: Porto [Puerto] Rico,1930",1930,Maricas: Porto [Puerto] Rico,"Maricas, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,4 miles S of Corozal, Porto [Puerto] Rico,1930",1930,"4 miles S of Corozal, Porto [Puerto] Rico","4 miles S. of Corozal, Porto Rico",Chapman Grant,,NA,NA,18.281399,-66.316682,3200,2
"MCZ,Buea Point, S.W. Porto [Puerto] Rico,1930",1930,"Buea Point, S.W. Porto [Puerto] Rico","Buea Point, S.W. Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Caguas: Porto [Puerto] Rico,1930",1930,Caguas: Porto [Puerto] Rico,"Caguas, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Ratones Id, off Fajardo, PR,1930",1930,"Ratones Id, off Fajardo, PR","Ratones Id., off Fajardo, P.R.",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,3 mi E Barros, Porto [Puerto] Rico,1930",1930,"3 mi E Barros, Porto [Puerto] Rico","3 mi. E. Barros, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,1 mi N Perguero, Porto [Puerto] Rico,1930",1930,"1 mi N Perguero, Porto [Puerto] Rico","1 mi. N. Perguero, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Porto [Puerto] Rico: Rio Grande,1930",1930,Porto [Puerto] Rico: Rio Grande,Porto Rico: Rio Grande,Chapman Grant,,NA,NA,NA,NA,NA,2
"MCZ,Las Mulas: Vieques,1936",1936,Las Mulas: Vieques,"Las Mulas, Vieques",Chapman Grant,Alexandria Digital Library Gazetteer,18.1567,-65.445,NA,NA,NA,1
"MCZ,El Banquillo,Puerto Rico,1932",1932,"El Banquillo,Puerto Rico","El Banquillo,Puerto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Maricas: Porto [Puerto] Rico,1932",1932,Maricas: Porto [Puerto] Rico,"Maricas, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Porto [Puerto] Rico: 3 miles E of Maricas,1932",1932,Porto [Puerto] Rico: 3 miles E of Maricas,Porto Rico: 3 miles E. of Maricas,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Porto [Puerto] Rico: Punta Sabrinas Mainland,1932",1932,Porto [Puerto] Rico: Punta Sabrinas Mainland,Porto Rico: Punta Sabrinas Mainland,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Punta Salinas island, Porto Rico,1932",1932,"Punta Salinas island, Porto Rico","Punta Salinas island, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Arroyo: Porto [Puerto] Rico,1932",1932,Arroyo: Porto [Puerto] Rico,"Arroyo, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Punta Salinas mainland, Porto Rico,1932",1932,"Punta Salinas mainland, Porto Rico","Punta Salinas mainland, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,10 km S Canovenas, Porto [Puerto] Rico,1931",1931,"10 km S Canovenas, Porto [Puerto] Rico","10 km. S. Canovenas, Porto Rico",Chapman Grant,,NA,NA,18.283951,-65.897901,1000,1
"MCZ,Culebra Island,1931",1931,Culebra Island,Culebra Island,Chapman Grant,Alexandria Digital Library Gazetteer,18.3167,-65.2833,18.3117457,-65.3048109,2000,1
"MCZ,Buea Point, S.W. Porto [Puerto] Rico,1931",1931,"Buea Point, S.W. Porto [Puerto] Rico","Buea Point, S.W. Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Leper Id, San Juan Harbour, Porto [Puerto] Rico,1931",1931,"Leper Id, San Juan Harbour, Porto [Puerto] Rico","Leper Id., San Juan Harbour, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Aguierra to Jobes, Porto [Puerto] Rico,1931",1931,"Aguierra to Jobes, Porto [Puerto] Rico","Aguierra to Jobes, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,El Toro Peak, Porto [Puerto] Rico,1931",1931,"El Toro Peak, Porto [Puerto] Rico","El Toro Peak, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Porto [Puerto] Rico: Headwaters Mameyas Rib,1931",1931,Porto [Puerto] Rico: Headwaters Mameyas Rib,Porto Rico: Headwaters Mameyas Riv.,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,4 miles SW Cayey, Porto [Puerto] Rico,1930",1930,"4 miles SW Cayey, Porto [Puerto] Rico","4 miles S.W. Cayey, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Porto [Puerto] Rico: 5 mi E of Maricas,1930",1930,Porto [Puerto] Rico: 5 mi E of Maricas,Porto Rico: 5 mi. E. of Maricas,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Pinaro Id,1930",1930,Pinaro Id,Pinaro Id.,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,3 mi east of Maricas, Porto [Puerto] Rico,1930",1930,"3 mi east of Maricas, Porto [Puerto] Rico","3 mi. east of Maricas, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Porto [Puerto] Rico: 4 mi S of Corozal on Barros Rd,1930",1930,Porto [Puerto] Rico: 4 mi S of Corozal on Barros Rd,Porto Rico: 4 mi. S. of Corozal on Barros Rd.,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Porto [Puerto] Rico: 1/2 way between Cialitos & La Puedra,1930",1930,Porto [Puerto] Rico: 1/2 way between Cialitos & La Puedra,Porto Rico: 1/2 way between Cialitos & La Puedra,Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Rio Blanco Power House, Porto Rico,1930",1930,"Rio Blanco Power House, Porto Rico","Rio Blanco Power House, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Cabeza de Parro: Porto [Puerto] Rico,1930",1930,Cabeza de Parro: Porto [Puerto] Rico,"Cabeza de Parro, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Between Cialitos & La Piedras, P Rico,1930",1930,"Between Cialitos & La Piedras, P Rico","Between Cialitos & La Piedras, P. Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"MCZ,Cayet: Porto [Puerto] Rico,1930",1930,Cayet: Porto [Puerto] Rico,"Cayet, Porto Rico",Chapman Grant,,NA,NA,NA,NA,NA,1
"OMNH,No locality data,1982",1982,No locality data,,Charles C. Carpenter and James C. Gillingham,,NA,NA,NA,NA,NA,1
"OMNH,Cambalache Forest Reserve,1982",1982,Cambalache Forest Reserve,,Charles C. Carpenter and James C. Gillingham,Topozone.com 2007,18.446,-66.594,18.446,-66.594,2000,1
"OMNH,Maricao,1971",1971,Maricao,,Charles Fugler,BioGeomancer,18.18278,-66.98027,NA,NA,NA,1
"OMNH,Maricao,1971",1971,Maricao,,Charles Fugler,,NA,NA,NA,NA,NA,1
"MCZ,Adjuntas: Puerto Rico,1900",1900,Adjuntas: Puerto Rico,"Adjuntas, Puerto Rico",Charles W. Richmond,,NA,NA,18.162073,-66.721582,2500,1
